Mes,Dia,Hora,Gt(i)_mean,Gt(i)_std,T2m_mean,T2m_std
1,27,10,548.07,306.97,23.17,3.16
1,27,11,641.94,362.13,24.02,3.56
1,27,12,704.97,330.0,24.31,3.73
1,27,13,681.57,307.12,24.47,3.88
1,27,14,569.43,311.99,24.4,3.97
1,27,15,385.48,297.15,24.01,3.87
1,27,16,221.06,190.92,24.0,4.16
1,27,17,110.21,124.66,23.34,3.91
1,27,18,36.94,41.02,22.53,3.57
1,27,19,0.0,0.0,21.56,3.12
1,27,20,0.0,0.0,20.84,2.74
1,27,21,0.0,0.0,20.39,2.29
1,27,22,0.0,0.0,20.0,2.16
1,27,23,0.0,0.0,19.66,2.14
1,28,0,0.0,0.0,19.35,2.09
1,28,1,0.0,0.0,19.09,2.01
1,28,2,0.0,0.0,18.9,1.97
1,28,3,0.0,0.0,18.77,1.97
1,28,4,0.0,0.0,18.69,1.99
1,28,5,0.0,0.0,18.58,1.99
1,28,6,21.6,7.6,18.49,1.98
1,28,7,141.08,71.36,19.46,2.08
1,28,8,305.08,152.5,21.08,2.46
1,28,9,495.74,189.91,22.49,2.79
1,28,10,641.44,262.38,23.74,3.07
1,28,11,693.59,307.41,24.55,3.27
1,28,12,739.62,335.87,25.12,3.49
1,28,13,642.61,354.52,25.47,3.5
1,28,14,580.1,334.27,25.39,3.54
1,28,15,505.89,288.59,24.99,3.57
1,28,16,318.74,218.04,25.4,3.48
1,28,17,160.48,147.03,24.55,3.4
1,28,18,33.58,35.96,23.68,3.18
1,28,19,0.0,0.0,22.58,2.79
1,28,20,0.0,0.0,21.74,2.49
1,28,21,0.0,0.0,20.39,2.54
1,28,22,0.0,0.0,19.99,2.39
1,28,23,0.0,0.0,19.64,2.22
1,29,0,0.0,0.0,20.2,2.18
1,29,1,0.0,0.0,20.0,2.16
1,29,2,0.0,0.0,19.74,2.01
1,29,3,0.0,0.0,19.61,1.87
1,29,4,0.0,0.0,19.53,1.75
1,29,5,0.0,0.0,19.32,1.66
1,29,6,18.79,8.58,19.18,1.59
1,29,7,146.84,81.03,20.02,1.86
1,29,8,266.84,171.05,21.38,2.44
1,29,9,406.07,245.31,22.77,2.66
1,29,10,541.79,292.08,23.96,2.93
1,29,11,624.1,364.31,24.86,3.08
1,29,12,672.81,367.39,25.3,3.24
1,29,13,707.89,318.61,25.6,3.29
1,29,14,641.72,322.79,25.52,3.38
1,29,15,504.86,276.1,25.43,3.17
1,29,16,313.96,246.97,25.07,3.7
1,29,17,156.1,146.98,24.27,3.32
1,29,18,46.24,47.61,23.46,3.06
1,29,19,0.0,0.0,22.5,2.83
1,29,20,0.0,0.0,21.79,2.46
1,29,21,0.0,0.0,21.23,2.39
1,29,22,0.0,0.0,20.8,2.29
1,29,23,0.0,0.0,20.44,2.22
1,30,0,0.0,0.0,20.15,2.14
1,30,1,0.0,0.0,19.88,2.08
1,30,2,0.0,0.0,19.68,1.95
1,30,3,0.0,0.0,19.53,1.86
1,30,4,0.0,0.0,19.19,2.01
1,30,5,0.0,0.0,18.97,2.04
1,30,6,14.96,7.81,18.89,2.12
1,30,7,120.63,79.44,19.6,2.14
1,30,8,291.72,142.21,21.01,2.32
1,30,9,417.26,192.77,22.65,2.61
1,30,10,593.86,254.13,23.93,2.94
1,30,11,655.62,310.96,25.1,2.96
1,30,12,740.1,303.87,25.82,2.95
1,30,13,786.09,235.5,26.1,3.07
1,30,14,697.38,226.08,25.66,2.99
1,30,15,461.4,247.01,25.08,2.84
1,30,16,272.01,241.25,24.78,3.16
1,30,17,146.93,157.37,23.86,3.0
1,30,18,39.42,43.12,23.07,2.81
1,30,19,0.0,0.0,22.18,2.53
1,30,20,0.0,0.0,21.45,2.27
1,30,21,0.0,0.0,21.25,2.3
1,30,22,0.0,0.0,20.85,2.15
1,30,23,0.0,0.0,20.48,2.18
1,31,0,0.0,0.0,19.96,2.06
1,31,1,0.0,0.0,19.83,2.1
1,31,2,0.0,0.0,19.59,2.2
1,31,3,0.0,0.0,19.42,1.93
1,31,4,0.0,0.0,18.97,1.93
1,31,5,0.0,0.0,18.83,1.86
1,31,6,15.97,7.25,18.78,1.78
1,31,7,176.08,58.79,19.44,1.72
1,31,8,351.83,109.65,21.05,2.0
1,31,9,511.54,180.49,22.78,2.07
1,31,10,699.64,194.96,24.26,2.3
1,31,11,776.86,250.59,25.37,2.46
1,31,12,911.2,186.29,26.14,2.58
1,31,13,848.84,212.7,26.63,2.74
1,31,14,798.54,245.16,26.58,2.92
1,31,15,643.11,235.31,26.24,2.93
1,31,16,389.46,210.89,25.88,3.2
1,31,17,194.56,160.61,25.16,3.17
1,31,18,49.2,45.92,24.14,2.99
1,31,19,0.0,0.0,22.93,2.65
1,31,20,0.0,0.0,21.9,2.28
1,31,21,0.0,0.0,20.9,2.13
1,31,22,0.0,0.0,20.43,2.01
1,31,23,0.0,0.0,20.14,2.02
2,1,0,0.0,0.0,20.17,1.72
2,1,1,0.0,0.0,19.93,1.65
2,1,2,0.0,0.0,19.66,1.59
2,1,3,0.0,0.0,19.39,1.55
2,1,4,0.0,0.0,19.35,1.51
2,1,5,0.0,0.0,19.15,1.46
2,1,6,16.02,8.15,18.98,1.38
2,1,7,160.3,80.97,19.88,1.36
2,1,8,356.8,129.47,21.86,1.92
2,1,9,553.19,180.02,23.57,2.11
2,1,10,717.58,207.41,24.98,2.34
2,1,11,818.6,244.04,26.02,2.48
2,1,12,880.86,235.38,26.76,2.53
2,1,13,797.68,332.59,26.95,2.84
2,1,14,753.54,262.03,26.88,3.15
2,1,15,578.75,252.56,26.61,3.08
2,1,16,380.06,240.0,26.23,3.26
2,1,17,171.25,138.62,25.31,3.18
2,1,18,49.25,45.54,24.03,2.8
2,1,19,0.0,0.0,22.75,2.33
2,1,20,0.0,0.0,21.9,2.0
2,1,21,0.0,0.0,21.2,1.91
2,1,22,0.0,0.0,20.72,1.72
2,1,23,0.0,0.0,20.46,1.73
2,2,0,0.0,0.0,20.18,1.38
2,2,1,0.0,0.0,19.84,1.21
2,2,2,0.0,0.0,19.59,1.19
2,2,3,0.0,0.0,19.5,1.24
2,2,4,0.0,0.0,19.36,1.22
2,2,5,0.0,0.0,19.21,1.26
2,2,6,16.36,6.4,19.0,1.3
2,2,7,166.19,75.53,19.97,1.11
2,2,8,361.01,140.98,21.9,1.71
2,2,9,553.26,201.71,23.59,1.89
2,2,10,696.78,255.78,25.02,2.08
2,2,11,739.5,332.51,26.01,2.21
2,2,12,847.41,267.37,26.87,2.24
2,2,13,840.4,250.1,27.1,2.49
2,2,14,715.98,281.38,26.69,3.01
2,2,15,528.64,254.22,26.48,3.12
2,2,16,326.7,168.78,26.07,3.38
2,2,17,139.76,121.97,25.42,3.08
2,2,18,28.39,34.76,24.26,2.59
2,2,19,0.0,0.0,23.03,2.16
2,2,20,0.0,0.0,22.16,1.83
2,2,21,0.0,0.0,21.32,1.78
2,2,22,0.0,0.0,20.92,1.56
2,2,23,0.0,0.0,20.52,1.47
2,3,0,0.0,0.0,20.5,1.41
2,3,1,0.0,0.0,20.18,1.34
2,3,2,0.0,0.0,19.92,1.33
2,3,3,0.0,0.0,19.73,1.28
2,3,4,0.0,0.0,19.62,1.1
2,3,5,0.0,0.0,19.43,1.02
2,3,6,14.65,6.02,19.3,1.03
2,3,7,159.02,79.52,20.0,1.33
2,3,8,363.17,135.78,21.58,1.98
2,3,9,542.58,179.23,23.14,1.99
2,3,10,701.76,214.99,24.54,2.13
2,3,11,796.27,268.7,25.53,2.25
2,3,12,844.96,258.18,26.2,2.32
2,3,13,825.92,225.82,26.51,2.31
2,3,14,690.99,247.86,26.31,2.49
2,3,15,523.99,238.42,25.84,2.25
2,3,16,274.66,212.16,25.38,2.52
2,3,17,181.74,128.33,24.65,2.45
2,3,18,47.83,46.78,23.73,2.36
2,3,19,0.0,0.0,22.56,2.12
2,3,20,0.0,0.0,21.71,1.89
2,3,21,0.0,0.0,21.59,1.64
2,3,22,0.0,0.0,21.18,1.57
2,3,23,0.0,0.0,20.82,1.49
2,4,0,0.0,0.0,20.1,1.52
2,4,1,0.0,0.0,19.79,1.48
2,4,2,0.0,0.0,19.56,1.53
2,4,3,0.0,0.0,19.32,1.66
2,4,4,0.0,0.0,19.25,1.68
2,4,5,0.0,0.0,19.06,1.74
2,4,6,13.75,5.75,18.86,1.75
2,4,7,128.82,75.62,19.73,1.93
2,4,8,291.44,170.14,21.37,2.38
2,4,9,502.57,210.35,22.76,2.68
2,4,10,616.02,255.95,24.03,2.94
2,4,11,686.04,303.23,25.04,3.16
2,4,12,692.66,310.39,25.75,3.18
2,4,13,732.0,268.02,26.08,3.23
2,4,14,613.09,272.31,26.01,3.33
2,4,15,423.25,261.1,25.73,3.33
2,4,16,309.89,222.94,24.9,3.18
2,4,17,158.14,142.47,23.97,3.17
2,4,18,35.15,35.99,23.0,3.04
2,4,19,0.0,0.0,22.04,2.76
2,4,20,0.0,0.0,21.26,2.51
2,4,21,0.0,0.0,21.16,1.77
2,4,22,0.0,0.0,20.78,1.65
2,4,23,0.0,0.0,20.43,1.57
2,5,0,0.0,0.0,19.64,1.82
2,5,1,0.0,0.0,19.33,1.7
2,5,2,0.0,0.0,19.04,1.58
2,5,3,0.0,0.0,18.74,1.5
2,5,4,0.0,0.0,18.85,1.62
2,5,5,0.0,0.0,18.65,1.46
2,5,6,10.86,5.45,18.57,1.36
2,5,7,143.76,59.87,19.5,1.68
2,5,8,346.38,128.21,21.56,2.64
2,5,9,536.83,216.39,23.04,2.99
2,5,10,670.67,283.82,24.38,3.15
2,5,11,728.62,326.26,25.29,3.26
2,5,12,788.55,302.56,25.94,3.34
2,5,13,839.14,262.13,26.32,3.36
2,5,14,749.86,210.42,26.45,3.22
2,5,15,559.44,244.21,25.95,3.29
2,5,16,363.47,222.92,25.79,3.35
2,5,17,174.45,142.66,24.72,3.45
2,5,18,43.53,38.01,23.71,3.37
2,5,19,0.0,0.0,22.59,3.08
2,5,20,0.0,0.0,21.78,2.76
2,5,21,0.0,0.0,20.71,2.26
2,5,22,0.0,0.0,20.27,2.06
2,5,23,0.0,0.0,19.95,1.93
2,6,0,0.0,0.0,20.24,2.2
2,6,1,0.0,0.0,19.91,2.08
2,6,2,0.0,0.0,19.57,1.99
2,6,3,0.0,0.0,19.35,1.87
2,6,4,0.0,0.0,19.18,1.79
2,6,5,0.0,0.0,19.07,1.71
2,6,6,10.73,5.13,18.85,1.59
2,6,7,151.69,70.96,19.67,1.83
2,6,8,330.8,152.43,21.47,2.73
2,6,9,519.03,206.2,22.91,3.08
2,6,10,641.27,254.72,24.12,3.37
2,6,11,769.24,259.58,25.01,3.64
2,6,12,817.22,303.44,25.71,3.68
2,6,13,810.64,283.82,26.16,3.66
2,6,14,659.67,336.52,26.29,3.65
2,6,15,518.52,289.8,25.7,3.66
2,6,16,324.22,248.09,25.59,4.06
2,6,17,173.46,144.9,24.6,3.76
2,6,18,50.24,56.18,23.54,3.39
2,6,19,0.0,0.0,22.42,3.06
2,6,20,0.0,0.0,21.56,2.76
2,6,21,0.0,0.0,21.23,2.55
2,6,22,0.0,0.0,20.86,2.42
2,6,23,0.0,0.0,20.51,2.29
2,7,0,0.0,0.0,20.01,2.26
2,7,1,0.0,0.0,19.71,2.17
2,7,2,0.0,0.0,19.49,2.11
2,7,3,0.0,0.0,19.32,2.12
2,7,4,0.0,0.0,19.09,2.05
2,7,5,0.0,0.0,18.85,1.97
2,7,6,11.21,3.75,18.68,1.95
2,7,7,161.14,74.86,19.45,2.12
2,7,8,331.25,137.43,21.19,2.54
2,7,9,515.72,204.6,22.93,2.6
2,7,10,693.1,217.7,24.39,2.7
2,7,11,755.94,251.95,25.52,2.67
2,7,12,789.29,279.4,26.29,2.69
2,7,13,826.61,231.16,26.72,2.7
2,7,14,742.86,254.6,26.85,2.82
2,7,15,609.2,223.64,26.36,2.86
2,7,16,381.87,204.93,25.83,3.03
2,7,17,208.72,137.62,24.89,2.84
2,7,18,59.36,63.3,23.95,2.69
2,7,19,0.0,0.0,22.77,2.51
2,7,20,0.0,0.0,21.89,2.4
2,7,21,0.0,0.0,21.05,2.57
2,7,22,0.0,0.0,20.74,2.47
2,7,23,0.0,0.0,20.38,2.37
2,8,0,0.0,0.0,20.15,2.23
2,8,1,0.0,0.0,19.85,2.18
2,8,2,0.0,0.0,19.45,2.02
2,8,3,0.0,0.0,19.15,2.09
2,8,4,0.0,0.0,18.98,2.0
2,8,5,0.0,0.0,18.92,1.99
2,8,6,9.51,4.05,18.81,2.0
2,8,7,156.08,58.93,19.64,2.11
2,8,8,349.8,109.61,21.59,2.44
2,8,9,574.55,150.06,23.24,2.39
2,8,10,749.09,207.94,24.82,2.38
2,8,11,888.44,224.58,26.02,2.43
2,8,12,955.36,235.83,26.87,2.41
2,8,13,910.88,235.89,27.31,2.35
2,8,14,751.3,200.34,27.01,2.37
2,8,15,589.83,261.06,26.45,2.58
2,8,16,346.74,229.89,26.29,2.74
2,8,17,189.32,148.13,25.29,2.63
2,8,18,60.93,62.51,24.25,2.54
2,8,19,0.0,0.0,23.09,2.34
2,8,20,0.0,0.0,22.19,2.23
2,8,21,0.0,0.0,21.29,2.27
2,8,22,0.0,0.0,20.77,2.19
2,8,23,0.0,0.0,20.36,2.07
2,9,0,0.0,0.0,20.35,1.99
2,9,1,0.0,0.0,20.03,1.9
2,9,2,0.0,0.0,19.77,1.89
2,9,3,0.0,0.0,19.49,1.9
2,9,4,0.0,0.0,19.24,1.84
2,9,5,0.0,0.0,19.02,1.86
2,9,6,6.82,3.25,18.91,1.89
2,9,7,160.06,60.67,19.94,1.76
2,9,8,371.31,105.03,22.09,2.08
2,9,9,624.43,103.05,23.92,2.1
2,9,10,808.99,114.81,25.4,2.04
2,9,11,929.66,118.74,26.45,1.93
2,9,12,902.55,202.14,27.23,1.87
2,9,13,846.58,263.23,27.59,1.85
2,9,14,753.15,246.19,27.51,2.14
2,9,15,585.34,283.8,26.88,2.38
2,9,16,396.82,243.94,26.54,2.84
2,9,17,217.25,149.97,25.75,2.73
2,9,18,43.73,49.39,24.7,2.45
2,9,19,0.0,0.0,23.48,2.25
2,9,20,0.0,0.0,22.53,2.09
2,9,21,0.0,0.0,21.56,2.11
2,9,22,0.0,0.0,21.1,2.01
2,9,23,0.0,0.0,20.72,1.94
2,10,0,0.0,0.0,20.63,1.84
2,10,1,0.0,0.0,20.26,1.73
2,10,2,0.0,0.0,19.99,1.74
2,10,3,0.0,0.0,19.76,1.85
2,10,4,0.0,0.0,19.68,1.75
2,10,5,0.0,0.0,19.42,1.69
2,10,6,0.0,0.0,19.16,1.65
2,10,7,156.76,65.89,20.1,1.57
2,10,8,364.94,126.03,21.93,1.93
2,10,9,550.98,193.53,23.57,2.14
2,10,10,695.17,218.68,25.05,2.45
2,10,11,754.08,222.31,26.15,2.56
2,10,12,808.4,210.85,26.73,2.61
2,10,13,687.95,257.9,27.03,2.64
2,10,14,552.1,305.75,26.95,2.77
2,10,15,483.93,290.83,26.44,2.71
2,10,16,330.24,246.67,25.43,2.89
2,10,17,126.3,136.13,24.7,2.8
2,10,18,33.55,35.71,23.88,2.41
2,10,19,0.0,0.0,22.96,2.03
2,10,20,0.0,0.0,22.17,1.71
2,10,21,0.0,0.0,21.87,1.97
2,10,22,0.0,0.0,21.42,1.87
2,10,23,0.0,0.0,21.03,1.86
2,11,0,0.0,0.0,20.75,1.39
2,11,1,0.0,0.0,20.44,1.4
2,11,2,0.0,0.0,20.19,1.47
2,11,3,0.0,0.0,19.83,1.54
2,11,4,0.0,0.0,19.53,1.52
2,11,5,0.0,0.0,19.32,1.57
2,11,6,0.0,0.0,19.15,1.61
2,11,7,137.05,66.85,20.1,1.5
2,11,8,299.92,132.03,21.86,1.82
2,11,9,491.06,234.19,23.27,2.23
2,11,10,665.66,287.76,24.51,2.61
2,11,11,780.02,258.34,25.41,2.92
2,11,12,777.65,305.15,25.97,3.21
2,11,13,748.79,315.62,26.37,3.31
2,11,14,650.53,292.24,26.4,3.27
2,11,15,467.61,274.36,26.0,3.37
2,11,16,244.5,222.09,25.7,3.58
2,11,17,96.12,99.42,24.91,3.52
2,11,18,34.27,53.07,23.97,3.24
2,11,19,0.0,0.0,22.9,2.82
2,11,20,0.0,0.0,22.06,2.47
2,11,21,0.0,0.0,21.7,1.54
2,11,22,0.0,0.0,21.34,1.52
2,11,23,0.0,0.0,20.98,1.41
2,12,0,0.0,0.0,20.33,1.79
2,12,1,0.0,0.0,20.0,1.74
2,12,2,0.0,0.0,19.82,1.68
2,12,3,0.0,0.0,19.66,1.69
2,12,4,0.0,0.0,19.37,1.71
2,12,5,0.0,0.0,19.24,1.65
2,12,6,0.0,0.0,19.16,1.62
2,12,7,129.72,75.31,19.92,1.82
2,12,8,303.24,166.07,21.69,2.39
2,12,9,520.18,205.57,22.98,2.69
2,12,10,663.76,288.42,24.22,3.04
2,12,11,752.58,310.25,25.12,3.39
2,12,12,819.89,308.62,25.82,3.71
2,12,13,753.63,274.82,26.16,3.99
2,12,14,636.46,266.36,26.23,4.02
2,12,15,480.88,262.13,25.83,3.77
2,12,16,321.33,207.09,25.55,3.85
2,12,17,140.13,131.74,24.56,3.44
2,12,18,33.01,41.98,23.53,3.24
2,12,19,0.0,0.0,22.45,3.02
2,12,20,0.0,0.0,21.63,2.74
2,12,21,0.0,0.0,21.48,2.2
2,12,22,0.0,0.0,21.09,2.06
2,12,23,0.0,0.0,20.65,1.9
2,13,0,0.0,0.0,19.79,2.16
2,13,1,0.0,0.0,19.46,2.13
2,13,2,0.0,0.0,19.23,2.07
2,13,3,0.0,0.0,18.92,2.06
2,13,4,0.0,0.0,18.96,2.01
2,13,5,0.0,0.0,18.82,1.97
2,13,6,0.0,0.0,18.65,1.86
2,13,7,134.32,62.13,19.25,2.01
2,13,8,276.14,146.7,20.88,2.62
2,13,9,440.85,208.41,22.35,2.78
2,13,10,644.75,238.38,23.6,2.98
2,13,11,667.98,369.09,24.61,3.0
2,13,12,716.23,314.6,25.33,3.17
2,13,13,738.35,284.39,25.75,3.23
2,13,14,600.43,313.93,25.79,3.44
2,13,15,473.36,292.08,25.43,3.52
2,13,16,321.62,232.39,24.98,3.58
2,13,17,128.22,108.7,24.21,3.57
2,13,18,27.75,27.0,23.31,3.36
2,13,19,0.0,0.0,22.21,3.07
2,13,20,0.0,0.0,21.35,2.78
2,13,21,0.0,0.0,21.02,2.52
2,13,22,0.0,0.0,20.58,2.33
2,13,23,0.0,0.0,20.19,2.25
2,14,0,0.0,0.0,19.77,2.19
2,14,1,0.0,0.0,19.48,2.15
2,14,2,0.0,0.0,19.14,2.02
2,14,3,0.0,0.0,18.96,2.02
2,14,4,0.0,0.0,18.71,1.74
2,14,5,0.0,0.0,18.63,1.55
2,14,6,0.0,0.0,18.38,1.39
2,14,7,159.33,65.34,19.1,1.65
2,14,8,318.33,145.83,20.82,2.25
2,14,9,535.85,193.95,22.41,2.41
2,14,10,719.63,215.3,23.94,2.63
2,14,11,823.57,220.64,25.18,2.76
2,14,12,851.44,253.84,26.01,2.88
2,14,13,824.72,256.05,26.33,3.17
2,14,14,788.3,213.45,25.9,3.27
2,14,15,550.26,300.33,25.16,3.11
2,14,16,372.83,212.56,24.98,3.37
2,14,17,168.69,133.09,24.14,3.3
2,14,18,34.0,34.51,23.1,3.03
2,14,19,0.0,0.0,21.94,2.64
2,14,20,0.0,0.0,21.17,2.32
2,14,21,0.0,0.0,20.8,2.58
2,14,22,0.0,0.0,20.36,2.41
2,14,23,0.0,0.0,19.96,2.25
2,15,0,0.0,0.0,19.63,1.92
2,15,1,0.0,0.0,19.41,1.89
2,15,2,0.0,0.0,19.14,1.91
2,15,3,0.0,0.0,19.0,1.95
2,15,4,0.0,0.0,18.95,1.62
2,15,5,0.0,0.0,18.89,1.57
2,15,6,0.0,0.0,18.78,1.56
2,15,7,124.43,56.31,19.35,1.46
2,15,8,269.24,149.68,20.85,1.74
2,15,9,381.12,214.32,22.52,1.98
2,15,10,521.13,269.63,23.84,2.27
2,15,11,597.39,349.19,24.91,2.44
2,15,12,726.95,290.22,25.5,2.57
2,15,13,712.81,247.59,25.69,2.64
2,15,14,557.82,303.83,25.28,2.89
2,15,15,447.07,289.21,24.78,3.02
2,15,16,290.99,232.95,24.37,2.95
2,15,17,138.22,133.64,23.71,2.69
2,15,18,27.86,26.04,22.79,2.53
2,15,19,0.0,0.0,21.85,2.18
2,15,20,0.0,0.0,21.13,1.87
2,15,21,0.0,0.0,20.67,2.16
2,15,22,0.0,0.0,20.27,2.04
2,15,23,0.0,0.0,19.91,1.96
2,16,0,0.0,0.0,19.77,1.34
2,16,1,0.0,0.0,19.53,1.2
2,16,2,0.0,0.0,19.36,1.17
2,16,3,0.0,0.0,19.21,1.13
2,16,4,0.0,0.0,19.1,1.14
2,16,5,0.0,0.0,18.95,1.16
2,16,6,0.0,0.0,18.84,1.22
2,16,7,122.8,54.89,19.39,1.32
2,16,8,282.72,116.0,20.79,1.79
2,16,9,445.16,184.9,22.28,2.0
2,16,10,637.66,261.18,23.73,2.22
2,16,11,780.77,253.97,24.8,2.53
2,16,12,788.74,326.29,25.58,2.77
2,16,13,708.59,258.24,25.97,2.91
2,16,14,594.19,260.91,25.87,2.89
2,16,15,472.07,277.76,25.12,2.84
2,16,16,243.08,213.73,25.09,2.54
2,16,17,127.6,132.08,24.16,2.37
2,16,18,30.85,42.04,23.2,2.16
2,16,19,0.0,0.0,22.21,1.96
2,16,20,0.0,0.0,21.49,1.71
2,16,21,0.0,0.0,20.62,1.63
2,16,22,0.0,0.0,20.28,1.49
2,16,23,0.0,0.0,20.01,1.43
2,17,0,0.0,0.0,20.05,1.18
2,17,1,0.0,0.0,19.79,1.14
2,17,2,0.0,0.0,19.57,1.15
2,17,3,0.0,0.0,19.47,1.15
2,17,4,0.0,0.0,19.42,1.21
2,17,5,0.0,0.0,19.29,1.17
2,17,6,0.0,0.0,19.1,1.2
2,17,7,164.42,51.11,19.85,1.21
2,17,8,324.51,104.61,21.76,1.44
2,17,9,530.39,151.28,23.34,1.58
2,17,10,697.7,213.35,24.7,1.95
2,17,11,837.87,202.91,25.71,2.06
2,17,12,892.39,202.87,26.43,2.13
2,17,13,864.36,200.26,26.81,2.32
2,17,14,724.93,230.16,26.47,2.25
2,17,15,516.15,260.49,25.76,2.18
2,17,16,276.22,222.11,25.6,2.62
2,17,17,91.29,110.99,24.75,2.3
2,17,18,24.55,24.71,23.77,2.01
2,17,19,0.0,0.0,22.65,1.69
2,17,20,0.0,0.0,21.89,1.41
2,17,21,0.0,0.0,20.94,1.51
2,17,22,0.0,0.0,20.61,1.39
2,17,23,0.0,0.0,20.32,1.27
2,18,0,0.0,0.0,20.29,1.19
2,18,1,0.0,0.0,20.05,1.23
2,18,2,0.0,0.0,19.79,1.32
2,18,3,0.0,0.0,19.56,1.17
2,18,4,0.0,0.0,19.35,1.17
2,18,5,0.0,0.0,19.16,1.12
2,18,6,0.0,0.0,19.01,1.05
2,18,7,143.05,63.4,19.68,1.05
2,18,8,330.4,135.06,21.55,1.5
2,18,9,472.19,212.01,23.04,1.63
2,18,10,675.68,250.69,24.36,1.97
2,18,11,745.94,262.24,25.43,2.24
2,18,12,794.37,310.4,26.08,2.46
2,18,13,793.89,293.81,26.43,2.54
2,18,14,702.23,272.86,26.24,2.72
2,18,15,551.14,240.88,25.76,2.67
2,18,16,282.84,191.52,25.57,2.82
2,18,17,144.51,118.14,24.84,2.51
2,18,18,25.17,29.54,23.93,2.16
2,18,19,0.0,0.0,22.78,1.89
2,18,20,0.0,0.0,22.01,1.61
2,18,21,0.0,0.0,21.33,1.23
2,18,22,0.0,0.0,20.85,1.12
2,18,23,0.0,0.0,20.64,1.28
2,19,0,0.0,0.0,20.29,1.2
2,19,1,0.0,0.0,19.91,1.2
2,19,2,0.0,0.0,19.67,1.21
2,19,3,0.0,0.0,19.58,1.12
2,19,4,0.0,0.0,19.57,1.1
2,19,5,0.0,0.0,19.5,1.09
2,19,6,0.0,0.0,19.42,1.09
2,19,7,163.62,46.26,19.94,1.07
2,19,8,368.46,93.89,21.49,1.18
2,19,9,555.49,129.02,23.12,1.29
2,19,10,720.97,153.04,24.67,1.39
2,19,11,820.95,163.82,25.89,1.38
2,19,12,816.92,243.58,26.66,1.46
2,19,13,802.29,254.84,27.07,1.53
2,19,14,679.67,268.57,26.84,1.95
2,19,15,507.85,259.81,25.97,2.21
2,19,16,299.09,224.74,25.78,2.42
2,19,17,144.23,117.12,24.89,2.29
2,19,18,36.53,31.7,23.84,2.05
2,19,19,0.0,0.0,22.8,1.71
2,19,20,0.0,0.0,21.97,1.52
2,19,21,0.0,0.0,21.45,1.42
2,19,22,0.0,0.0,20.99,1.31
2,19,23,0.0,0.0,20.6,1.23
2,20,0,0.0,0.0,20.37,1.17
2,20,1,0.0,0.0,20.06,1.16
2,20,2,0.0,0.0,19.71,1.27
2,20,3,0.0,0.0,19.52,1.17
2,20,4,0.0,0.0,19.36,1.19
2,20,5,0.0,0.0,19.2,1.19
2,20,6,0.0,0.0,19.04,1.11
2,20,7,117.52,53.69,19.69,1.19
2,20,8,289.37,85.53,21.36,1.56
2,20,9,532.77,130.09,23.15,1.44
2,20,10,735.69,165.93,24.84,1.34
2,20,11,835.86,195.68,26.04,1.4
2,20,12,895.97,152.35,26.88,1.4
2,20,13,821.58,195.76,27.36,1.39
2,20,14,670.52,266.56,27.23,1.42
2,20,15,477.01,273.38,26.53,1.49
2,20,16,355.01,211.22,26.12,1.35
2,20,17,178.37,126.27,25.19,1.32
2,20,18,39.36,39.19,24.14,1.16
2,20,19,0.0,0.0,23.0,1.08
2,20,20,0.0,0.0,22.12,1.09
2,20,21,0.0,0.0,21.42,1.39
2,20,22,0.0,0.0,20.97,1.31
2,20,23,0.0,0.0,20.66,1.3
2,21,0,0.0,0.0,20.25,0.93
2,21,1,0.0,0.0,20.07,0.94
2,21,2,0.0,0.0,19.83,1.0
2,21,3,0.0,0.0,19.57,0.97
2,21,4,0.0,0.0,19.47,1.04
2,21,5,0.0,0.0,19.31,1.09
2,21,6,0.0,0.0,19.2,1.12
2,21,7,134.32,52.63,19.74,1.14
2,21,8,341.12,122.55,21.26,1.32
2,21,9,529.7,162.97,22.91,1.5
2,21,10,662.39,219.39,24.44,1.78
2,21,11,753.07,278.14,25.51,1.95
2,21,12,814.15,258.66,26.13,2.05
2,21,13,772.86,289.66,26.59,1.97
2,21,14,617.17,276.21,26.26,2.03
2,21,15,481.37,312.24,25.93,2.04
2,21,16,337.01,218.91,25.78,2.4
2,21,17,178.09,125.69,25.01,2.23
2,21,18,41.9,45.66,24.1,1.99
2,21,19,0.0,0.0,22.92,1.66
2,21,20,0.0,0.0,22.05,1.45
2,21,21,0.0,0.0,21.46,1.07
2,21,22,0.0,0.0,20.98,1.04
2,21,23,0.0,0.0,20.59,0.95
2,22,0,0.0,0.0,20.16,1.13
2,22,1,0.0,0.0,19.94,1.1
2,22,2,0.0,0.0,19.77,1.09
2,22,3,0.0,0.0,19.59,1.1
2,22,4,0.0,0.0,19.45,1.06
2,22,5,0.0,0.0,19.35,1.09
2,22,6,0.0,0.0,19.17,1.07
2,22,7,131.69,60.59,19.67,1.19
2,22,8,317.42,130.84,21.24,1.73
2,22,9,525.1,165.93,22.87,1.87
2,22,10,713.88,236.4,24.4,2.13
2,22,11,784.21,274.73,25.59,2.3
2,22,12,853.93,252.56,26.41,2.4
2,22,13,805.78,252.64,26.61,2.42
2,22,14,687.81,276.05,26.53,2.52
2,22,15,576.08,246.84,26.24,2.6
2,22,16,313.37,211.15,26.11,2.76
2,22,17,152.7,115.34,25.43,2.57
2,22,18,37.52,35.12,24.35,2.43
2,22,19,0.0,0.0,23.11,2.04
